"Name","BuildingLevel","TID","InfoTID","BuildingClass","SecondaryTargetingClass","ShopBuildingClass","SWF","ExportName","ExportNameNpc","ExportNameConstruction","ExportNameLocked","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildResource","BuildCost","TownHallLevel","CapitalHallLevel","Width","Height","Icon","ExportNameBuildAnim","ExportNameUpgradeAnim","MaxStoredGold","MaxStoredElixir","MaxStoredDarkElixir","MaxStoredSourElixir","MaxStoredCommonOre","MaxStoredRareOre","MaxStoredEpicOre","MaxStoredWarGold","MaxStoredWarElixir","MaxStoredWarDarkElixir","MaxStoredGold2","MaxStoredElixir2","PercentageStoredGold","PercentageStoredElixir","PercentageStoredDarkElixir","LootOnDestruction","Bunker","Blacksmith","ArmySlotType","HousingSpace","HousingSpaceAlt","HousingSpaceSiege","ProducesResource","ResourcePer100Hours","ResourceMax","ResourceIconLimit","UnitProduction","UpgradesUnitType","ProducesUnitsOfType","LevelRequirementTID","BoostCost","FreeBoost","Hitpoints","RegenTime","AttackRange","AltAttackMode","AltAttackRange","PrepareSpeed","AttackSpeed","AltAttackSpeed","CoolDownOverride","DPS","AltDPS","Damage","DamageMulti","PreferredTarget","PreferredTargetDamageMod","RandomHitPosition","DestroyEffect","DestroyDamageEffect","AttackEffect","AttackEffect2","ChainAttackDistance","ChainAttackMaxTargets","ChainAttackDelay","ChainAttackDamageReductionPercent","AttackEffectAlt","HitEffect","Projectile","AltProjectile","ExportNameDamagedSWF","ExportNameDamaged","BuildingW","BuildingH","BaseGfx","ExportNameBase","AirTargets","GroundTargets","MultiTargets","NumMultiTargets","MultiHitsTarget","AltAirTargets","AltGroundTargets","AltMultiTargets","AmmoCount","AmmoResource","AmmoCost","MinAttackRange","DamageRadius","PushBack","WallCornerPieces","LoadAmmoEffect","NoAmmoEffect","ToggleAttackModeEffect","PickUpEffect","PlacingEffect","AnimateTurret","DefenderCharacter","DefenderCount","DefenderZ","AltDefenderZ","DestructionXP","Locked","StartingHomeCount","Hidden","AOESpell","AOESpellAlternate","TriggerRadius","ExportNameTriggered","AppearEffect","ForgesSpells","ForgesMiniSpells","IsHeroBarrack","HeroType","IncreasingDamage","DPSLv2","DPSLv3","DPSMulti","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","TransitionEffectLv2","TransitionEffectLv3","AltNumMultiTargets","PreventsHealing","StrengthWeight","AlternatePickNewTargetDelay","AltBuildResource","SpeedMod","StatusEffectTime","ShockwavePushStrength","ShockwaveArcLength","ShockwaveExpandRadius","TargetingConeAngle","AimRotateStep","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","TurnSpeed","NeedsAim","TargetGroups","TargetGroupsRadius","HitSpell","HitSpellLevel","ExportNameBeamStart","ExportNameBeamEnd","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","HitEffect2","WakeUpSpeed","WakeUpSpace","PreAttackEffect","ShareHeroCombatData","BurstCount","BurstDelay","AltBurstCount","AltBurstDelay","DummyProjectileCount","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","IsRed","VillageType","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","DefenceTroopCount","DefenceTroopCharacter","DefenceTroopCharacter2","DefenceTroopLevel","AmountCanBeUpgraded","SelfAsAoeCenter","NewTargetAttackDelay","GearUpBuilding","GearUpLevelRequirement","GearUpResource","GearUpCost","GearUpTime","GearUpTID","StartUpgradeBoosterCost","ActivateCombatOnDamageTaken","ActivatedCombatAddBuildingClass","CombatActivationDelay","CombatActivationEffect","Weapon","HintPriority","UpgradeTasks","UpgradeTasksRequired","AnimationActionFrame","SpellOnNearbyDamage","DamagePermilHp","ProjectileVariantByTargetMaxHP","DefaultProjectileVariant","PreviewScenario","AltPreviewScenario","CustomTargetHitBuildingInRange","UnlockWeaponMode","Stage","SecondaryTroop","SecondaryTroopCnt","SecondaryTroopLvl","HealthRecoveryPercent","MergeRequirement","ProjectileBounces"
"Air Defense",1,"TID_BUILDING_AIR_DEFENSE","TID_AIR_DEFENSE_INFO","Defense",,,"sc/buildings.sc","fireworks_tower_lvl1",,"basic_turret_const",,0,3,0,0,"Gold",22000,4,4,3,3,,"fireworks_tower_upg","fireworks_tower_lvl1_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,15,1000,,,,1000,,,80,,,,,,,"Building Destroyed",,"Air Defence Attack",,,,,,,"Air Defence hit1","Firework",,,"destroyedBuilding_3s_pit_wood",2,2,,"airdefence_tower_base","TRUE","FALSE",,,,,,,,,,,,,,,,,"Air Defence Pickup","Air Defence Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,"AirDefense",,,,,,,,,,
,2,,,,,,,"fireworks_tower_lvl2",,,,0,8,0,0,,90000,4,4,,,,,"fireworks_tower_lvl2_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,16,,,,,,,,110,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit1","Firework2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"fireworks_tower_lvl3",,,,0,12,0,0,,270000,5,5,,,,,"fireworks_tower_lvl3_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,17,,,,,,,,140,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit2","Firework3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"fireworks_tower_lvl4",,,,0,18,0,0,,500000,6,6,,,,,"fireworks_tower_lvl4_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,18,,,,,,,,160,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit2","Firework4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"fireworks_tower_lvl5",,,,1,0,0,0,,800000,7,7,,,,,"fireworks_tower_lvl5_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,19,,,,,,,,190,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit3","Firework5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,"fireworks_tower_lvl6",,,,1,12,0,0,,1000000,8,8,,,,,"fireworks_tower_lvl6_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,20,,,,,,,,230,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit3","Firework6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"fireworks_tower_lvl7",,,,2,0,0,0,,1750000,9,9,,,,"alliance_castle_upg","fireworks_tower_lvl7_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,21,,,,,,,,280,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit3","Firework7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,"fireworks_tower_lvl8",,,,2,12,0,0,,2300000,10,10,,,,"alliance_castle_upg","fireworks_tower_lvl8_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210,21,,,,,,,,320,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit3","Firework8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"fireworks_tower_lvl9",,,,3,0,0,0,,3400000,11,11,,,,"alliance_castle_upg","fireworks_tower_lvl9_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,21,,,,,,,,360,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit3","Firework9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"fireworks_tower_lvl10",,,,8,18,0,0,,5800000,12,12,,,,"alliance_castle_upg","fireworks_tower_lvl10_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,21,,,,,,,,400,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit3","Firework9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,,"fireworks_tower_lvl11",,,,9,0,0,0,,8400000,13,13,,,,"alliance_castle_upg","fireworks_tower_lvl11_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,21,,,,,,,,440,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit3","Firework9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,,,,,,"fireworks_tower_lvl12",,,,12,0,0,0,,11900000,14,14,,,,"alliance_castle_upg","fireworks_tower_lvl12_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,21,,,,,,,,500,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit3","Firework9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,,,,,,"fireworks_tower_lvl13",,,,13,12,0,0,,19500000,15,15,,,,"alliance_castle_upg","fireworks_tower_lvl13_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,21,,,,,,,,540,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit3","Firework9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,,,,,,"fireworks_tower_lvl14",,,,15,0,0,0,,20500000,16,16,,,,"alliance_castle_upg","fireworks_tower_lvl14_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,21,,,,,,,,600,,,,,,,,,"Air Defence Attack",,,,,,,"Air Defence hit3","Firework9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortar",1,"TID_BUILDING_MORTAR","TID_MORTAR_INFO","Defense",,,"sc/buildings.sc","mortar_lvl1",,"mortar_const",,0,3,0,0,"Gold",5000,3,3,3,3,,"mortar_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,20,1100,"TRUE",1100,,5000,1000,,4,8,,,,,,"Building Destroyed",,"Mortar Attack",,,,,,,"Mortar Hit","Mortar Ammo1","Mortar Ammo1",,"destroyedBuilding_3s_pit_rock",2,2,,"mortar_base","FALSE","TRUE",,,,"FALSE","TRUE",,,,,400,150,100,,,,,"Mortar Pickup","Mortar Placing","TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,500,,,,,,,,,,,,,,,,,,,,,"Multi Mortar",7,"Gold",,,"TID_GEAR_UP_MORTAR",,,,,,,150,,,,,,,,"DefenseLongRange","DefenseLongRange",,,,,,,,,
,2,,,,,,,"mortar_lvl2",,,,0,6,0,0,,25000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,21,,,,,,,,5,9,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit","Mortar Ammo2","Mortar Ammo2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"mortar_lvl3",,,,0,12,0,0,,100000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,22,,,,,,,,6,11,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit","Mortar Ammo3","Mortar Ammo3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"mortar_lvl4",,,,0,18,0,0,,200000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,23,,,,,,,,7,13,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit","Mortar Ammo4","Mortar Ammo4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"mortar_lvl5",,,,1,0,0,0,,300000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,24,,,,,,,,9,17,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit","Mortar Ammo5","Mortar Ammo5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,"mortar_lvl6",,,,2,0,0,0,,560000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,25,,,,,,,,11,20,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit lvl6","Mortar Ammo6","Mortar Ammo6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"mortar_lvl7",,,,2,12,0,0,,1300000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,26,,,,,,,,15,27,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit lvl6","Mortar Ammo6","Mortar Ammo6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,"mortar_lvl8",,,,2,12,0,0,,1900000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,26,,,,,,,,20,37,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit lvl8","Mortar Ammo8","Mortar Ammo8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000,20160,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"mortar_lvl9",,,,3,0,0,0,,2500000,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,27,,,,,,,,25,47,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit lvl8","Mortar Ammo9","Mortar Ammo9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"mortar_lvl10",,,,3,0,0,0,,3500000,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,27,,,,,,,,30,56,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit lvl8","Mortar Ammo10","Mortar Ammo10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,,"mortar_lvl11",,,,7,0,0,0,,5800000,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,27,,,,,,,,35,64,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit lvl8","Mortar Ammo10","Mortar Ammo10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,,,,,,"mortar_lvl12",,,,7,0,0,0,,6500000,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,27,,,,,,,,38,70,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit lvl8","Mortar Ammo10","Mortar Ammo10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,,,,,,"mortar_lvl13",,,,7,12,0,0,,8200000,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,27,,,,,,,,42,77,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit lvl8","Mortar Ammo11","Mortar Ammo11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,,,,,,"mortar_lvl14",,,,12,0,0,0,,15000000,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,27,,,,,,,,48,88,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit lvl8","Mortar Ammo11","Mortar Ammo11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,,,,,,,"mortar_lvl15",,,,13,12,0,0,,19000000,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,27,,,,,,,,54,99,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit lvl8","Mortar Ammo11","Mortar Ammo11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,,,,,,,"mortar_lvl16",,,,14,12,0,0,,19500000,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,27,,,,,,,,60,110,,,,,,,,"Mortar Attack",,,,,,,"Mortar Hit lvl8","Mortar Ammo lvl16","Mortar Ammo lvl16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alliance Castle",1,"TID_BUILDING_ALLIANCE_CASTLE","TID_ALLIANCE_CASTLE_INFO","Army","Resource",,"sc/buildings.sc","alliance_castle_lvl1",,"generic_construction_state3","alliance_castle_lvl1_broken",0,0,0,0,"Elixir",10000,3,3,3,3,,"alliance_castle_upg",,,,,,,,,75000,75000,500,,,,,,"TRUE","TRUE",,,10,0,0,,,,,,,,,,,1000,27,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,,"alliance_castle_lvl1_broken",2,2,,"alliance_castle_base",,,,,,,,,,,,,,,,,,,"Alliance Castle Pickup","Alliance Castle Placing",,,,,,,"TRUE",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,,,,"ClanCastle",,,,,,,,,,
,2,,,,,,,"alliance_castle_lvl2",,,,0,8,0,0,,100000,4,4,,,,,,,,,,,,,250000,250000,1000,,,,,,,,,,15,0,0,,,,,,,,,,,1400,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"alliance_castle_lvl3",,,,0,12,0,0,,800000,6,6,,,,,,,,,,,,,700000,700000,2500,,,,,,,,,,20,0,0,,,,,,,,,,,2000,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ClanCastleTH7",,,,,,,,,,
,4,,,,,,,"alliance_castle_lvl4",,,,1,0,0,0,,1200000,8,8,,,,,,,,,,,,,1000000,1000000,4000,,,,,,,,,,25,1,0,,,,,,,,,,,2600,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"alliance_castle_lvl5",,,,2,0,0,0,,2500000,9,9,,,,,,,,,,,,,1600000,1600000,8000,,,,,,,,,,30,1,0,,,,,,,,,,,3000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,"alliance_castle_lvl6",,,,5,0,0,0,,4200000,10,10,,,,,,,,,,,,,2000000,2000000,10000,,,,,,,,,,35,1,1,,,,,,,,,,,3400,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"alliance_castle_lvl7",,,,6,6,0,0,,5500000,11,11,,,,,,,,,,,,,2400000,2400000,12000,,,,,,,,,,35,2,1,,,,,,,,,,,4000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ClanCastleTH11",,,,,,,,,,
,8,,,,,,,"alliance_castle_lvl8",,,,9,0,0,0,,8000000,12,12,,,,,,,,,,,,,2800000,2800000,14000,,,,,,,,,,40,2,1,,,,,,,,,,,4400,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"alliance_castle_lvl9",,,,11,0,0,0,,10000000,13,13,,,,,,,,,,,,,3200000,3200000,16000,,,,,,,,,,45,2,1,,,,,,,,,,,4800,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
